name,kind,defined_at,type,code_default,ui_fallback,live_value,origin,readers,controls,label_guide_match,status
day_plan.wake_on_level_events,strategy,store/strategy.go:1097,*bool,(zero),Studio control (DayPlanEditor / strategy row selector),(absent → code default),default,store/strategy.go:1091; store/strategy.go:1636; store/strategy.go:1642; store/strategy.go:1646; store/strategy.go:1647; store/strategy.go:1659; store/strategy.go:1733; store/strategy.go:1734; +4 more; ,master wake switch for level events,yes,LIVE
day_plan.wake_on_seated_invalidation,strategy,store/strategy.go:1106,*bool,(zero),no control (folded),(absent → code default),default,store/strategy.go:1633; store/strategy.go:1650; trader/auto_trader_wake_levels.go:103,"folded knob — registry note: W-KNOB-PRUNE 2026-09-18: LEGACY per-class switch, collapsed into wake_on_level_e",n/a (folded knob),SHADOWED
day_plan.write_time_feasibility,strategy,store/strategy.go:1131,*bool,true (nil → ON),no control (guide documents it),(absent → code default),default,store/strategy.go:1124; store/strategy.go:1814; store/strategy.go:1817; store/strategy.go:1818; trader/effective_settings.go:827; trader/write_time_feasibility.go:37; trader/write_time_feasibility.go:42; trader/write_time_feasibility.go:48; ,write-time feasibility gate (default ON),"no (guide only, no Studio control)",LIVE
day_plan.zone_max_pts,strategy,store/strategy.go:1169,*float64,10,"frontend type only, no control",(absent → code default),default,cmd/planner_replay/main.go:83; kernel/entry_policy_prompt.go:31; kernel/entry_policy_prompt.go:48; kernel/entry_policy_prompt.go:53; kernel/entry_policy_prompt.go:68; kernel/planner_prompt.go:44; kernel/planner_prompt.go:50; kernel/planner_prompt.go:799; +9 more; ,zone max points (default 10),"no (guide only, no Studio control)",LIVE
day_plan.zone_place_within_pts,strategy,store/strategy.go:1180,*float64,25,no control,(absent → code default),default,store/resolve_source.go:269; store/resolve_source.go:272; store/resolve_source.go:273; store/resolve_source.go:275; store/strategy.go:1174; store/resolve_source.go:ResolveZonePlaceWithinPts; trader/zone_placement.go placeZoneRow (the beyond-proximity gate) + zoneRestCap (expiry returns to armed-unplaced); trader/auto_trader_dayplan.go 🎛 entry law boot line,zone placement band (default 25),"no (guide only, no Studio control)",LIVE
day_plan.zone_rest_max_min,strategy,store/strategy.go:1173,*int,30,no control,(absent → code default),default,"store/resolve_source.go:221; store/resolve_source.go:262; store/strategy.go:1170; store/resolve_source.go:ResolveZoneRestMaxMin; trader/armed_executor.go (the market_in_zone rest cap — ""zone rest expired""); trader/auto_trader_dayplan.go 🎛 entry law boot line",zone rest cap minutes (default 30),"no (guide only, no Studio control)",LIVE
grid_config,strategy,store/strategy.go:740,*GridStrategyConfig,(object),(children),(object),—,—,(container — see child rows),n/a (container),LIVE
grid_config.atr_multiplier,strategy,store/strategy.go:1875,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:880; agent/skill_management_handlers.go:490; agent/skill_management_handlers.go:491; agent/skill_management_handlers.go:1132; agent/skill_management_handlers.go:1748; agent/skill_management_handlers.go:1805; agent/skill_management_handlers.go:2478; agent/skill_management_handlers.go:2514; +4 more; ,strategy field (grid_config.atr_multiplier),"no (Studio only, no guide)",LIVE
grid_config.daily_loss_limit_pct,strategy,store/strategy.go:1883,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:908; agent/skill_management_handlers.go:502; agent/skill_management_handlers.go:503; agent/skill_management_handlers.go:1140; agent/skill_management_handlers.go:2485; store/grid.go:41; store/strategy.go:579; trader/auto_trader_grid.go:187; +1 more,strategy field (grid_config.daily_loss_limit_pct),"no (Studio only, no guide)",LIVE
grid_config.direction_bias_ratio,strategy,store/strategy.go:1889,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:890; agent/skill_management_handlers.go:505; agent/skill_management_handlers.go:506; store/grid.go:76; store/strategy.go:582; trader/auto_trader_grid_levels.go:103; trader/auto_trader_grid_levels.go:419,strategy field (grid_config.direction_bias_ratio),"no (Studio only, no guide)",LIVE
grid_config.distribution,strategy,store/strategy.go:1877,string,"""""",Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:882; agent/skill_management_handlers.go:493; agent/skill_management_handlers.go:494; agent/skill_management_handlers.go:839; agent/skill_management_handlers.go:1137; agent/skill_management_handlers.go:1745; agent/skill_management_handlers.go:1802; agent/skill_management_handlers.go:2475; +10 more; ,strategy field (grid_config.distribution),yes,LIVE
grid_config.enable_direction_adjust,strategy,store/strategy.go:1887,bool,false,Studio GridConfigEditor control,(absent → code default),default,trader/auto_trader_grid_regime.go:65,strategy field (grid_config.enable_direction_adjust),"no (Studio only, no guide)",LIVE
grid_config.grid_count,strategy,store/strategy.go:1863,int,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:854; agent/skill_management_handlers.go:481; agent/skill_management_handlers.go:482; agent/skill_management_handlers.go:1127; agent/skill_management_handlers.go:1184; agent/skill_management_handlers.go:1742; agent/skill_management_handlers.go:1799; agent/skill_management_handlers.go:2472; +27 more; ,strategy field (grid_config.grid_count),"no (Studio only, no guide)",LIVE
grid_config.leverage,strategy,store/strategy.go:1867,int,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_management_handlers.go:487; agent/skill_management_handlers.go:488; agent/skill_management_handlers.go:1129; agent/skill_management_handlers.go:1186; agent/skill_management_handlers.go:1744; agent/skill_management_handlers.go:1801; agent/skill_management_handlers.go:2474; agent/skill_management_handlers.go:2510; +135 more; ,strategy field (grid_config.leverage),yes,LIVE
grid_config.lower_price,strategy,store/strategy.go:1871,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:872; agent/skill_management_handlers.go:508; agent/skill_management_handlers.go:1134; agent/skill_management_handlers.go:1749; agent/skill_management_handlers.go:1750; agent/skill_management_handlers.go:1806; agent/skill_management_handlers.go:1807; agent/skill_management_handlers.go:2480; +21 more; ,strategy field (grid_config.lower_price),"no (Studio only, no guide)",LIVE
grid_config.max_drawdown_pct,strategy,store/strategy.go:1879,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:896; agent/skill_management_handlers.go:496; agent/skill_management_handlers.go:497; agent/skill_management_handlers.go:1138; agent/skill_management_handlers.go:2483; kernel/engine.go:81; kernel/engine_prompt.go:365; kernel/engine_prompt.go:373; +16 more; ,strategy field (grid_config.max_drawdown_pct),"no (Studio only, no guide)",LIVE
grid_config.stop_loss_pct,strategy,store/strategy.go:1881,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:902; agent/skill_management_handlers.go:499; agent/skill_management_handlers.go:500; agent/skill_management_handlers.go:1139; agent/skill_management_handlers.go:2484; store/grid.go:40; store/strategy.go:578; trader/auto_trader_grid_orders.go:362; +1 more,strategy field (grid_config.stop_loss_pct),"no (Studio only, no guide)",LIVE
grid_config.symbol,strategy,store/strategy.go:1861,string,"""""",Studio GridConfigEditor control,(absent → code default),default,agent/agent.go:895; agent/brain.go:52; agent/sentinel.go:27; agent/sentinel.go:82; agent/sentinel.go:83; agent/sentinel.go:196; agent/sentinel.go:210; agent/sentinel.go:219; +999 more; ,strategy field (grid_config.symbol),yes,LIVE
grid_config.total_investment,strategy,store/strategy.go:1865,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:860; agent/skill_management_handlers.go:484; agent/skill_management_handlers.go:485; agent/skill_management_handlers.go:1128; agent/skill_management_handlers.go:1185; agent/skill_management_handlers.go:1743; agent/skill_management_handlers.go:1800; agent/skill_management_handlers.go:2473; +17 more; ,strategy field (grid_config.total_investment),"no (Studio only, no guide)",LIVE
grid_config.upper_price,strategy,store/strategy.go:1869,float64,0,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:866; agent/skill_management_handlers.go:508; agent/skill_management_handlers.go:1134; agent/skill_management_handlers.go:1749; agent/skill_management_handlers.go:1750; agent/skill_management_handlers.go:1806; agent/skill_management_handlers.go:1807; agent/skill_management_handlers.go:2480; +19 more; ,strategy field (grid_config.upper_price),"no (Studio only, no guide)",LIVE
grid_config.use_atr_bounds,strategy,store/strategy.go:1873,bool,false,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:874; agent/skill_management_handlers.go:509; agent/skill_management_handlers.go:1131; agent/skill_management_handlers.go:1747; agent/skill_management_handlers.go:1804; agent/skill_management_handlers.go:2477; agent/skill_management_handlers.go:2513; store/grid.go:35; +3 more; ,strategy field (grid_config.use_atr_bounds),"no (Studio only, no guide)",LIVE
grid_config.use_maker_only,strategy,store/strategy.go:1885,bool,false,Studio GridConfigEditor control,(absent → code default),default,agent/skill_execution_handlers.go:910; agent/skill_management_handlers.go:2486; store/grid.go:67; store/strategy.go:580; trader/auto_trader_grid_orders.go:127,strategy field (grid_config.use_maker_only),"no (Studio only, no guide)",LIVE
language,strategy,store/strategy.go:722,string,"""en""",Studio control (DayPlanEditor / strategy row selector),"""en""",O,agent/agent.go:54; agent/agent.go:70; agent/agent.go:435; agent/agent.go:482; agent/central_brain.go:108; agent/central_brain.go:490; agent/central_brain.go:875; agent/central_brain.go:1109; +69 more; ,prompt language variant (en/zh); used at prompt build,"no (Studio only, no guide)",LIVE
prompt_variant,strategy,store/strategy.go:729,string,"""""",Studio control (DayPlanEditor / strategy row selector),(absent → code default),default,api/strategy.go:585; api/strategy.go:597; api/strategy.go:598; api/strategy.go:613; api/strategy.go:619; api/strategy.go:640; api/strategy.go:650; api/strategy.go:651; +12 more; ,prompt variant selection; futures venue rule leaves it unset,"n/a (no Studio control, no guide)",LIVE
publish_config,strategy,store/strategy.go:745,*PublishStrategyConfig,(object),(children),(object),—,—,(container — see child rows),n/a (container),LIVE
publish_config.config_visible,strategy,store/strategy.go:800,bool,false,Studio PublishSettingsEditor control,false,O,agent/skill_execution_handlers.go:2695; agent/skill_management_handlers.go:1724; agent/tools.go:996; agent/tools.go:1210; agent/tools.go:2000; agent/tools.go:2066; agent/tools.go:2111; agent/tools.go:2112; +15 more; ,strategy field (publish_config.config_visible),"n/a (no Studio control, no guide)",LIVE
publish_config.is_public,strategy,store/strategy.go:799,bool,false,Studio PublishSettingsEditor control,false,O,agent/skill_execution_handlers.go:2694; agent/skill_management_handlers.go:1718; agent/tools.go:995; agent/tools.go:1209; agent/tools.go:1999; agent/tools.go:2065; agent/tools.go:2107; agent/tools.go:2108; +14 more; ,strategy field (publish_config.is_public),"n/a (no Studio control, no guide)",LIVE
regime,strategy,store/strategy.go:758,*RegimeConfig,(object),(children),(object),—,—,(container — see child rows),n/a (container),LIVE
regime.htf_veto,strategy,store/strategy.go:767,*bool,(zero),no control (nil-driven resolution),(absent → code default),default,api/config_resolved.go:125; api/config_resolved.go:126; kernel/engine.go:132; kernel/engine.go:133; kernel/engine_position.go:261; kernel/engine_position.go:262; kernel/htf_veto.go:23; kernel/htf_veto.go:24; +20 more,regime-level HTF veto (nil-driven ON),"no (guide only, no Studio control)",LIVE
regime.transition_standdown,strategy,store/strategy.go:771,*bool,(zero),no control (nil-driven resolution),(absent → code default),default,kernel/engine_position.go:275; kernel/transition.go:88; kernel/transition.go:90; store/strategy.go:768; store/strategy.go:780; store/strategy.go:781; store/strategy.go:782; store/strategy.go:785; +4 more,regime-level transition standdown,"n/a (no Studio control, no guide)",LIVE
strategy_type,strategy,store/strategy.go:718,string,"""ai_trading""",Studio control (DayPlanEditor / strategy row selector),"""ai_trading""",O,agent/central_brain.go:1132; agent/central_brain.go:1138; agent/skill_execution_handlers.go:846; agent/skill_management_handlers.go:471; agent/skill_management_handlers.go:512; agent/skill_management_handlers.go:1116; agent/skill_management_handlers.go:1179; agent/skill_management_handlers.go:1732; +24 more; ,row selector: ai_trading vs grid_trading (custom MarshalJSON branch),"n/a (no Studio control, no guide)",LIVE
ACCEPT_HOLD_MIN,env,kernel/plan_confirm.go:199,string,"""""",n/a (env),(not set → code default),default,kernel/plan_confirm.go:199,env knob,yes,LIVE
ADHERENCE_REGRADE,env,store/adherence_regrade.go:60,string,"""""",n/a (env),(not set → code default),default,store/adherence_regrade.go:60,env knob,"n/a (env knob, no Studio control)",LIVE
AI_BALANCE_WARN,env,trader/auto_trader_ai402.go:83,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_ai402.go:83,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_EXEC_REASONING,env,config/config.go:231,string,"""fast""",n/a (env),(not set → code default),default,config/config.go:231; trader/auto_trader_loop.go:56; trader/auto_trader_loop.go:61,executor reasoning effort (default fast),"n/a (env knob, no Studio control)",LIVE
AI_HTTP_TIMEOUT_SECONDS,env,mcp/config.go:99,string,"""""",n/a (env),600,E,mcp/config.go:99; mcp/config.go:173,executor AI HTTP timeout (live 600),yes,LIVE
AI_MAX_RETRIES,env,mcp/config.go:73,string,MaxRetryTimes,n/a (env),2,E,mcp/config.go:73; mcp/config.go:174,executor AI retries (live 2),yes,LIVE
AI_MAX_TOKENS,env,mcp/config.go:68,int,32768,n/a (env),<set>,E,mcp/config.go:68; mcp/config.go:165,executor AI max tokens (live <set>),"n/a (env knob, no Studio control)",LIVE
AI_PLAN_MAX_TOKENS,env,trader/auto_trader_planner.go:1530,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_planner.go:1530,AI client parameter (timeout/tokens/reasoning/stream),yes,LIVE
AI_PLAN_REASONING,env,config/config.go:232,string,"""max""",n/a (env),(not set → code default),default,config/config.go:232; trader/auto_trader_loop.go:68; trader/auto_trader_loop.go:73,planner reasoning effort (default max),"n/a (env knob, no Studio control)",LIVE
AI_PLAN_STREAM_BACKOFF,env,mcp/config.go:209,string,"""""",n/a (env),(not set → code default),default,mcp/config.go:209,AI client parameter (timeout/tokens/reasoning/stream),yes,LIVE
AI_PLAN_STREAM_IDLE_SECS,env,kernel/planner_speed.go:29,string,"""""",n/a (env),(not set → code default),default,kernel/planner_speed.go:29,AI client parameter (timeout/tokens/reasoning/stream),yes,LIVE
AI_PLAN_STREAM_TRIES,env,mcp/config.go:193,int,3,n/a (env),(not set → code default),default,mcp/config.go:193,AI client parameter (timeout/tokens/reasoning/stream),yes,LIVE
AI_PLAN_TOTAL_DEADLINE_SECS,env,kernel/planner_speed.go:49,string,"""""",n/a (env),(not set → code default),default,kernel/planner_speed.go:49,AI client parameter (timeout/tokens/reasoning/stream),yes,LIVE
AI_PLAN_TRACE,env,mcp/planner_policy.go:81,string,"""""",n/a (env),(not set → code default),default,mcp/planner_policy.go:81,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_REASONING_EFFORT,env,mcp/config.go:72,string,"""max""",n/a (env),(not set → code default),default,mcp/config.go:72; mcp/config.go:177,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_REPLANNER_MAX_TOKENS,env,agent/memory.go:60,string,"""""",n/a (env),(not set → code default),default,agent/memory.go:60,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_RETRY_BACKOFF_SECONDS,env,mcp/config.go:74,int,2,n/a (env),(not set → code default),default,mcp/config.go:74; mcp/config.go:175,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_STREAM_IDLE_TIMEOUT_SECS,env,mcp/client.go:1128,string,"""""",n/a (env),(not set → code default),default,mcp/client.go:1128,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_TASKSTATE_INCREMENTAL_MAX_TOKENS,env,agent/memory.go:59,string,"""""",n/a (env),(not set → code default),default,agent/memory.go:59,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_TASKSTATE_SUMMARY_MAX_TOKENS,env,agent/memory.go:58,string,"""""",n/a (env),(not set → code default),default,agent/memory.go:58,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_TEMPERATURE,env,mcp/config.go:69,string,MCPClientTemperature,n/a (env),(not set → code default),default,mcp/config.go:69; mcp/config.go:166,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_TIMEOUT_SECONDS,env,mcp/config.go:104,int,300,n/a (env),(not set → code default),default,mcp/config.go:104; mcp/config.go:173,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
AI_TOP_P,env,mcp/config.go:70,int,0,n/a (env),(not set → code default),default,mcp/config.go:70; mcp/config.go:167,AI client parameter (timeout/tokens/reasoning/stream),"n/a (env knob, no Studio control)",LIVE
ALLOW_ACCOUNT_RESET,env,api/handler_user.go:300,string,"""""",n/a (env),(not set → code default),default,api/handler_user.go:300,env knob,"n/a (env knob, no Studio control)",LIVE
ALPACA_API_KEY,env,config/config.go:205,string,"""""",n/a (env),(not set → code default),default,config/config.go:205,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
ALPACA_SECRET_KEY,env,config/config.go:206,string,"""""",n/a (env),(not set → code default),default,config/config.go:206,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
ANTHROPIC_API_KEY,env,telegram/bot.go:421,string,"""""",n/a (env),(not set → code default),default,telegram/bot.go:421,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
API_SERVER_HOST,env,config/config.go:184,string,"""""",n/a (env),(not set → code default),default,config/config.go:184,env knob,"n/a (env knob, no Studio control)",LIVE
API_SERVER_PORT,env,config/config.go:175,string,"""""",n/a (env),(not set → code default),default,config/config.go:175,env knob,"n/a (env knob, no Studio control)",LIVE
ARMED_CANCEL_ACK_TIMEOUT_MS,env,trader/armed_executor.go:2566,string,"""""",n/a (env),(not set → code default),default,trader/armed_executor.go:2566,armed-orders placement/retirement knob,"n/a (env knob, no Studio control)",LIVE
ARMED_ORDER_UPDATE_LOG_SAMPLE,env,trader/armed_executor.go:2180,string,"""""",n/a (env),(not set → code default),default,trader/armed_executor.go:2180,armed-orders placement/retirement knob,"n/a (env knob, no Studio control)",LIVE
ARMED_TEST_SEAM,env,trader/armed_executor.go:2816,string,"""""",n/a (env),off,E,trader/armed_executor.go:2816,armed-orders test seam (live off),"n/a (env knob, no Studio control)",LIVE
ARM_FAR_ATR_MULT,env,trader/arm_far_counter.go:37,string,"""""",n/a (env),(not set → code default),default,trader/arm_far_counter.go:37,armed-orders placement/retirement knob,"n/a (env knob, no Studio control)",LIVE
ARM_PLACE_TICKS,env,trader/armed_executor.go:47,string,"""""",n/a (env),(not set → code default),default,trader/armed_executor.go:47,armed-orders placement/retirement knob,"n/a (env knob, no Studio control)",LIVE
ARM_STOP_ANCHOR_MAX_ATR,env,trader/arm_stop_anchor.go:43,string,"""""",n/a (env),(not set → code default),default,trader/arm_stop_anchor.go:43,armed-orders placement/retirement knob,"n/a (env knob, no Studio control)",LIVE
ARM_WORKING_STALE_MIN,env,trader/armed_executor.go:124,string,"""""",n/a (env),(not set → code default),default,trader/armed_executor.go:124,armed-orders placement/retirement knob,"n/a (env knob, no Studio control)",LIVE
BARS_KEY_BACKUP_DIR,env,store/bar_contract_key.go:218,string,"""""",n/a (env),(not set → code default),default,store/bar_contract_key.go:218,bar cache/persistence knob,"n/a (env knob, no Studio control)",LIVE
BARS_KEY_LIVE_COPY,env,store/bar_contract_key_test.go:428,string,"""""",n/a (env),(not set → code default),default,store/bar_contract_key_test.go:428,bar cache/persistence knob,"n/a (env knob, no Studio control)",LIVE
BARS_KEY_LIVE_COPY_INPLACE,env,store/bar_contract_key_test.go:433,string,"""""",n/a (env),(not set → code default),default,store/bar_contract_key_test.go:433,bar cache/persistence knob,"n/a (env knob, no Studio control)",LIVE
BAR_RETENTION_DAYS,env,store/bar_history.go:136,string,"""""",n/a (env),(not set → code default),default,store/bar_history.go:136,bar cache/persistence knob,"n/a (env knob, no Studio control)",LIVE
BAR_UPDATE_LOG_SAMPLE,env,provider/ninjatrader/tcp_server.go:700,string,"""""",n/a (env),(not set → code default),default,provider/ninjatrader/tcp_server.go:700,bar cache/persistence knob,"n/a (env knob, no Studio control)",LIVE
BD_MAX_LEVEL_DIST_ATR,env,kernel/breakdown_continue.go:75,string,"""""",n/a (env),(not set → code default),default,kernel/breakdown_continue.go:75,breakdown entry-law knob,"n/a (env knob, no Studio control)",LIVE
BD_MAX_PULLBACK,env,kernel/breakdown_continue.go:53,string,"""""",n/a (env),(not set → code default),default,kernel/breakdown_continue.go:53,breakdown entry-law knob,"n/a (env knob, no Studio control)",LIVE
BD_MIN_CLOSES,env,kernel/breakdown_continue.go:66,string,"""""",n/a (env),(not set → code default),default,kernel/breakdown_continue.go:66,breakdown entry-law knob,yes,LIVE
BD_MIN_DISP_ATR,env,kernel/breakdown_continue.go:44,string,"""""",n/a (env),(not set → code default),default,kernel/breakdown_continue.go:44,breakdown entry-law knob,yes,LIVE
BD_MIN_SL_ATR,env,kernel/breakdown_continue.go:87,string,"""""",n/a (env),(not set → code default),default,kernel/breakdown_continue.go:87,breakdown entry-law knob,"n/a (env knob, no Studio control)",LIVE
BINANCE_LIVE_TEST,env,trader/binance/order_sync_test.go:12,string,"""""",n/a (env),(not set → code default),default,trader/binance/order_sync_test.go:12,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
BINANCE_TEST_API_KEY,env,trader/binance/order_sync_test.go:18,string,"""""",n/a (env),(not set → code default),default,trader/binance/order_sync_test.go:18,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
BINANCE_TEST_SECRET_KEY,env,trader/binance/order_sync_test.go:19,string,"""""",n/a (env),(not set → code default),default,trader/binance/order_sync_test.go:19,test/demo credentials,"n/a (env knob, no Studio control)",LIVE
CANCEL_CONFIRM_TIMEOUT_S,env,trader/cancel_confirm.go:219,string,"""""",n/a (env),(not set → code default),default,trader/cancel_confirm.go:219,env knob,"n/a (env knob, no Studio control)",LIVE
CANCEL_REREQUEST_MAX,env,trader/cancel_confirm.go:230,string,"""""",n/a (env),(not set → code default),default,trader/cancel_confirm.go:230,env knob,"n/a (env knob, no Studio control)",LIVE
CENSUS_FAILLOUD_ROOT,env,internal/updateauth/census_failloud_test.go:25,string,"""""",n/a (env),(not set → code default),default,internal/updateauth/census_failloud_test.go:25,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
CHART_ROLL_STITCH,env,api/handler_klines_roll_derive.go:26,string,"""""",n/a (env),(not set → code default),default,api/handler_klines_roll_derive.go:26,env knob,yes,LIVE
CLAW402_URL,env,kernel/engine.go:395,string,"""""",n/a (env),(not set → code default),default,kernel/engine.go:395,Claw402 payment-provider knob,"n/a (env knob, no Studio control)",LIVE
CLAW402_WALLET_ADDRESS,env,api/handler_onboarding.go:137,string,"""""",n/a (env),<set>,E,api/handler_onboarding.go:137,Claw402 payment-provider knob,"n/a (env knob, no Studio control)",LIVE
CLAW402_WALLET_KEY,env,kernel/engine.go:392,string,"""""",n/a (env),<set>,E,kernel/engine.go:392; provider/nofxos/claw402.go:36,Claw402 payment-provider knob,"n/a (env knob, no Studio control)",LIVE
CLOCK_WARN_MS,env,kernel/clock_health.go:39,string,"""""",n/a (env),(not set → code default),default,kernel/clock_health.go:39,env knob,"n/a (env knob, no Studio control)",LIVE
CONFIRM_GRACE_SESSIONS,env,trader/auto_trader_planner.go:3813,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_planner.go:3813,cancel-confirmation knob,"n/a (env knob, no Studio control)",LIVE
CONFIRM_REPLAY_WRITE_GOLDEN,env,kernel/confirm_resolver_replay_test.go:114,string,"""""",n/a (env),(not set → code default),default,kernel/confirm_resolver_replay_test.go:114,test-harness golden/replay knob,"n/a (env knob, no Studio control)",LIVE
CONFLUENCE_CAP,env,kernel/levels_score.go:218,string,"""""",n/a (env),(not set → code default),default,kernel/levels_score.go:218,env knob,"n/a (env knob, no Studio control)",LIVE
DATABENTO_API_KEY,env,config/config.go:210,string,"""""",n/a (env),<set>,E,cmd/nq_smoke/main.go:55; cmd/nq_smoke/smoke_databento.go:19; cmd/nq_smoke/smoke_resolver.go:18; config/config.go:210; provider/databento/client.go:59,Databento key — historical/backfill only; NT8 is the live source,"n/a (env knob, no Studio control)",LIVE
DB_HOST,env,config/config.go:251,string,"""""",n/a (env),(not set → code default),default,config/config.go:251; store/driver.go:80,env knob,"n/a (env knob, no Studio control)",LIVE
DB_NAME,env,config/config.go:265,string,"""""",n/a (env),(not set → code default),default,config/config.go:265; store/driver.go:84,env knob,"n/a (env knob, no Studio control)",LIVE
DB_PASSWORD,env,config/config.go:262,string,"""""",n/a (env),(not set → code default),default,config/config.go:262; store/driver.go:83,env knob,"n/a (env knob, no Studio control)",LIVE
DB_PATH,env,internal/installpath/installpath.go:112,string,"""""",n/a (env),data/data.db,E,internal/installpath/installpath.go:112; store/driver.go:70,env knob,"n/a (env knob, no Studio control)",LIVE
DB_PORT,env,config/config.go:254,string,"""""",n/a (env),(not set → code default),default,config/config.go:254; store/driver.go:75,env knob,"n/a (env knob, no Studio control)",LIVE
DB_SSLMODE,env,config/config.go:268,string,"""""",n/a (env),(not set → code default),default,config/config.go:268; store/driver.go:85,env knob,"n/a (env knob, no Studio control)",LIVE
DB_TYPE,env,config/config.go:242,string,"""""",n/a (env),sqlite,E,config/config.go:242; store/driver.go:66,env knob,"n/a (env knob, no Studio control)",LIVE
DB_USER,env,config/config.go:259,string,"""""",n/a (env),(not set → code default),default,config/config.go:259; store/driver.go:82,env knob,"n/a (env knob, no Studio control)",LIVE
DEEPSEEK_API_KEY,env,telegram/bot.go:419,string,"""""",n/a (env),(not set → code default),default,telegram/bot.go:419,env knob,"n/a (env knob, no Studio control)",LIVE
DEEPSEEK_THINKING_MODE,env,mcp/config.go:71,string,"""enabled""",n/a (env),(not set → code default),default,mcp/config.go:71; mcp/config.go:176,env knob,"n/a (env knob, no Studio control)",LIVE
DETECTOR_EXIT_ON,env,kernel/detector_d1prime.go:66,string,"""""",n/a (env),(not set → code default),default,kernel/detector_d1prime.go:66,env knob,"n/a (env knob, no Studio control)",LIVE
DETECTOR_HORIZON_BARS,env,store/episode_detector_scope.go:27,string,"""""",n/a (env),(not set → code default),default,store/episode_detector_scope.go:27,env knob,"n/a (env knob, no Studio control)",LIVE
DETECTOR_K,env,store/episode_detector_scope.go:18,string,"""""",n/a (env),(not set → code default),default,store/episode_detector_scope.go:18,env knob,"n/a (env knob, no Studio control)",LIVE
DORMANT_MIN_HOLD_MIN,env,kernel/plan_lifecycle.go:369,string,"""""",n/a (env),(not set → code default),default,kernel/plan_lifecycle.go:369,env knob,"n/a (env knob, no Studio control)",LIVE
E8_BACKFILL,env,store/ab_confirm.go:384,string,"""""",n/a (env),(not set → code default),default,store/ab_confirm.go:384,env knob,"n/a (env knob, no Studio control)",LIVE
EOD_FLAT_LIMIT_TICKS,env,config/config.go:226,int,0,n/a (env),2,E,config/config.go:226,EOD limit-close ticks (live 2),yes,LIVE
EOD_FLAT_MARKET_AFTER_SEC,env,config/config.go:227,int,0,n/a (env),10,E,config/config.go:227,EOD market-close after seconds (live 10),yes,LIVE
EXIT_MECHS_SUSPENDED,env,trader/exit_mechs_suspend.go:37,string,0,n/a (env),0,E,trader/exit_mechs_suspend.go:37,exit-mechs suspension switch (0 = unsuspended); saved prompt text claims SUSPENDED (P2-1),yes,LIVE
EXPERIENCE_IMPROVEMENT,env,config/config.go:200,string,"""""",n/a (env),(not set → code default),default,config/config.go:200,env knob,"n/a (env knob, no Studio control)",LIVE
FAST_MARKET_ATR,env,trader/auto_trader_loop.go:81,string,"""""",n/a (env),(not set → code default),default,trader/auto_trader_loop.go:81,env knob,yes,LIVE
